node_id,region,ServerOrClientregion,cluster_id,key_file,clientID,ServerID, PublicIp
0, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 0,
1, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 1,
2, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 2,
3, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 3,
4, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 4,
5, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 5,
6, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 6,
7, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 7,
8, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 8,
9, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 9,
10, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 10,
11, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 11,
12, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 12,
13, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 13,
14, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 14,
15, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 15,
16, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 16,
17, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 17,
18, 'europe-west3-c', 1, -1, 'FKA.pem', 0, -1,
19, 'europe-west3-c', 1, -1, 'FKA.pem', 1, -1,
20, 'europe-west3-c', 1, -1, 'FKA.pem', 3, -1,
21, 'europe-west3-c', 1, -1, 'FKA.pem', 4, -1,
22, 'europe-west3-c', 1, -1, 'FKA.pem', 6, -1,
23, 'europe-west3-c', 1, -1, 'FKA.pem', 7, -1,
24, 'europe-west3-c', 1, -1, 'FKA.pem', 9, -1,
25, 'europe-west3-c', 1, -1, 'FKA.pem', 10, -1,
26, 'europe-west3-c', 1, -1, 'FKA.pem', 12, -1,
27, 'europe-west3-c', 1, -1, 'FKA.pem', 13, -1,
28, 'europe-west3-c', 1, -1, 'FKA.pem', 15, -1,
29, 'europe-west3-c', 1, -1, 'FKA.pem', 16, -1,
30, 'europe-west3-c', 1, -1, 'FKA.pem', 18, -1,
31, 'europe-west3-c', 1, -1, 'FKA.pem', 19, -1,
32, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 18,
33, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 19,
34, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 20,
35, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 21,
36, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 22,
37, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 23,
38, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 24,
39, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 25,
40, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 26,
41, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 27,
42, 'asia-south1-c', 1, -1, 'FKE.pem', 2, -1,
43, 'asia-south1-c', 1, -1, 'FKE.pem', 5, -1,
44, 'asia-south1-c', 1, -1, 'FKE.pem', 8, -1,
45, 'asia-south1-c', 1, -1, 'FKE.pem', 11, -1,
46, 'asia-south1-c', 1, -1, 'FKE.pem', 14, -1,
47, 'asia-south1-c', 1, -1, 'FKE.pem', 17, -1,
48, 'asia-south1-c', 1, -1, 'FKE.pem', 20, -1,
